iata_code^icao_code^faa_code^is_geonames^geoname_id^envelope_id^name^asciiname^latitude^longitude^fclass^fcode^page_rank^date_from^date_until^comment^country_code^cc2^country_name^continent_name^adm1_code^adm1_name_utf^adm1_name_ascii^adm2_code^adm2_name_utf^adm2_name_ascii^adm3_code^adm4_code^population^elevation^gtopo30^timezone^gmt_offset^dst_offset^raw_offset^moddate^city_code_list^city_name_list^city_detail_list^tvl_por_list^iso31662^location_type^wiki_link^alt_name_section^wac^wac_name^ccy_code^unlc_list^uic_list
ZRH^LSZH^^Y^6299722^^Zurich Airport^Zurich Airport^47.45264^8.5605^S^AIRP^0.1747300092298972^^^^CH^^Switzerland^Europe^ZH^Zurich^Zurich^104^Bezirk Dielsdorf^Bezirk Dielsdorf^97^^0^431^431^Europe/Zurich^1.0^2.0^1.0^2016-03-06^ZRH^Zürich^ZRH|2657896|Zürich|Zurich^^^A^https://en.wikipedia.org/wiki/Z%C3%BCrich_Airport^de|Flughafen Zürich|p=en|Zurich airport|p=fr|Aéroport de Zurich|=en|Kloten Airport|^486^Switzerland^CHF^^
ZRH^^^Y^2657896^^Zürich^Zurich^47.36667^8.55^P^PPLA^0.1747300092298972^^^^CH^^Switzerland^Europe^ZH^Zurich^Zurich^112^Bezirk Zürich^Bezirk Zuerich^261^^341730^^429^Europe/Zurich^1.0^2.0^1.0^2018-05-03^ZRH^Zürich^ZRH|2657896|Zürich|Zurich^ZLP,ZLQ,ZRH^^C^https://en.wikipedia.org/wiki/Z%C3%BCrich^de|Zürich|p=en|Zurich|p=es|Zúrich|=af|Zürich|=als|Zürich|=ar|زيورخ|=bg|Цюрих|=bs|Zürich|=ca|Zuric|=cs|Curych|=da|Zürich|=eo|Zuriko|=et|Zürich|=fi|Zürich|=fr|Zurich|=he|ציריך|=hi|ज़्यूरिख़|=hr|Zürich|=hu|Zürich|=id|Zürich|=io|Zürich|=it|Zurigo|=ja|チューリッヒ|=ko|취리히|=la|Turicum|=lt|Ciurichas|=lv|Cīrihe|=nl|Zürich|=nn|Zürich|=no|Zürich|=pl|Zurych|=pt|Zurique|=rm|Turitg|=ro|Zürich|=ru|Цюрих|=scn|Zurìcu|=sk|Zürich|=sl|Zürich|=sr|Цирих|=sv|Zürich|=tl|Zürich|=tr|Zürih|=zh-CN|苏黎世|=tl|Lungsod ng Zürich|=ug|سيۇرىخ|=arc|ܙܝܘܪܚ|=be|Горад Цюрых|=el|Ζυρίχη|=eu|Zürich|=is|Zürich|=sq|Zyrihu|=arc|ܬܣܝܪܝܟ|=eu|Zurich|=frp|Tsurique|=pdc|Zurich|=qu|Zürich|=hbs|Zürich|=vi|Zürich|=de|Zuerich|=|Zürich|=post|8000|=post|8001|=post|8002|=post|8003|=post|8004|=post|8005|=post|8006|=post|8008|=post|8032|=post|8037|=post|8038|=post|8041|=post|8044|=post|8045|=post|8046|=post|8047|=post|8048|=post|8049|=post|8050|=post|8051|=post|8052|=post|8053|=post|8055|=post|8057|=post|8064|=am|ዙሪክ|=an|Zúrich|=arz|زوريخ|=az|Sürix|=azb|زوریخ|=bar|Zirich|=bn|জুরিখ|=cdo|Sŭ-là̤-sié|=ce|Цюрих|=cv|Цюрих|=ext|Zurich|=fa|زوریخ|=gl|Zúric|=ht|Zirik|=hy|Ցյուրիխ|=ie|Zúrich|=ka|ციურიხი|=kk|Цюрих|=ky|Цюрих|=li|Zeurich|=lmo|Zürigh|=mk|Цирих|=ml|സൂറിച്ച്|=mn|Цюрих хот|=mr|झ्युरिक|=my|ဇူးရစ်ချ်မြို့|=nah|Zurich|=nap|Zurigo|=oc|Zuric|=os|Цюрих|=pa|ਜ਼ਿਊਰਿਖ|=pfl|Zirich|=pms|Zurigh|=pnb|زیورچ|=ps|څوریخ|=ta|சூரிக்கு|=th|ซูริก|=tt|Tsürix|=uk|Цюрих|=ur|زیورخ|=uz|Syurix|=vec|Zurigo|=vep|Cürih|=war|Zurich|=wo|Zurich|=wuu|苏黎世|=yi|ציריך|=yue|蘇黎世|=zh|苏黎世|^486^Switzerland^CHF^CHZRH|^
ARN^ESSA^^Y^2725346^^Stockholm Arlanda Airport^Stockholm Arlanda Airport^59.651944^17.918611^S^AIRP^0.2074751916284908^^^^SE^^Sweden^Europe^26^Stockholm^Stockholm^0191^Sigtuna Kommun^Sigtuna Kommun^^^0^41^42^Europe/Stockholm^1.0^2.0^1.0^2018-05-13^STO^Stockholm^STO|2673730|Stockholm|Stockholm^^^A^https://en.wikipedia.org/wiki/Stockholm_Arlanda_Airport^en|Stockholm-Arlanda Airport|=sv|Stockholm-Arlanda flygplats|=de|Flughafen Stockholm-Arlanda|p=fr|Aéroport de Stockholm-Arlanda|p=es|Aeropuerto de Estocolmo-Arlanda|=it|Aeroporto di Stoccolma-Arlanda|=nl|Luchthaven Stockholm-Arlanda|=ar|مطار ستوكهولم أرلاندا|=be|Аэрапорт Стакгольм-Арланда|=cs|Stockholm-Arlanda|=da|Stockholm-Arlanda Airport|=el|Διεθνές Αεροδρόμιο Αρλάντα|=et|Stockholmi Arlanda lennujaam|=eu|Stockholm Arlanda aireportua|=fa|فرودگاه استکهلم-آرلاندا|=fi|Arlandan kansainvälinen lentoasema|=he|נמל התעופה סטוקהולם ארלנדה|=hr|Zračna luka Stockholm-Arlanda|=hu|Stockholm-Arlanda repülőtér|=id|Bandar Udara Stockholm Arlanda|=ja|ストックホルム・アーランダ空港|=ko|스톡홀름 알란다 공항|=mr|स्टॉकहोम आर्लांडा विमानतळ|=ms|Lapangan Terbang Arlanda|=no|Arlanda lufthavn|=ro|Aeroportul Stockholm-Arlanda|=sk|Letisko Štokholm-Arlanda|=sr|Аеродром Арланда|=su|Bandara Internasional Arlanda|=tg|Фурудгоҳи осткҳлм-орлондо|=th|ท่าอากาศยานสตอกโฮล์ม-อาร์ลันดา|=tr|Stockholm-Arlanda Havalimanı|=uk|Стокгольм-Арланда|=vi|Sân bay Stockholm-Arlanda|=pl|Port lotniczy Sztokholm-Arlanda|=pt|Aeroporto de Arlanda|=ru|Стокгольм-Арланда|=zh|斯德哥爾摩-阿蘭達機場|=|Arlanda|s^484^Sweden^SEK^SEARN|^
ARN^^^Y^8335457^^Arlanda Centralstation^Arlanda Centralstation^59.649463^17.929^S^RSTN^^^^^SE^^Sweden^Europe^26^Stockholm^Stockholm^0191^Sigtuna Kommun^Sigtuna Kommun^019106^0032^0^^39^Europe/Stockholm^1.0^2.0^1.0^2015-11-01^STO^Stockholm^STO|2673730|Stockholm|Stockholm^^^R^https://en.wikipedia.org/wiki/Arlanda_Central_Station^en|Arlanda Central Railway Station|=sv|Arlanda C|ps=sv|Arlanda centralstation|^484^Sweden^SEK^^
AFA^SAMR^^Y^6300529^^San Rafael "Santiago Germano" Airport^San Rafael "Santiago Germano" Airport^-34.588314^-68.403854^S^AIRP^0.004838028033273441^^^^AR^^Argentina^South America^13^Mendoza^Mendoza^50105^Departamento de San Rafael^Departamento de San Rafael^^^0^752^748^America/Argentina/Mendoza^-3.0^-3.0^-3.0^2017-05-07^AFA^San Rafael^AFA|3836669|San Rafael|San Rafael^^M^A^https://en.wikipedia.org/wiki/San_Rafael_Airport_%28Argentina%29^en|San Rafael "Santiago Germano" Airport|=es|Aeropuerto San Rafael "Santiago Germanó"|^303^Argentina^ARS^^
AHH^KAHH^^Y^5243875^^Amery Municipal Airport^Amery Municipal Airport^45.28^-92.37^S^AIRP^^^^^US^^United States^North America^WI^Wisconsin^Wisconsin^095^Polk County^Polk County^01725^^0^330^325^America/Chicago^-6.0^-5.0^-6.0^2017-05-23^AHH^Amery^AHH|5243872|Amery|Amery^^WI^A^https://en.wikipedia.org/wiki/Amery_Municipal_Airport^^45^Wisconsin^USD^^
MSN^KMSN^^Y^5250078^^Dane County Regional Airport^Dane County Regional Airport^43.139858^-89.337514^S^AIRF^0.01339460539529135^^^^US^^United States^North America^WI^Wisconsin^Wisconsin^025^Dane County^Dane County^48000^^0^262^263^America/Chicago^-6.0^-5.0^-6.0^2017-05-23^MSN^Madison^MSN|5261457|Madison|Madison^^WI^A^https://en.wikipedia.org/wiki/Dane_County_Regional_Airport^en|Dane County Regional Airport|=en|Truax Field|=en|Dane County Regional Airport-Truax Field|p^45^Wisconsin^USD^^
